,company,title,city,state
1945,Massachusetts General Hospital,Clinical Research Coordinator,Boston,MA
1946,Massachusetts General Hospital,Clinical Research Coordinator,Not specified,MA
1947,Massachusetts General Hospital,Clinical Research Coordinator,Boston,MA
1948,Match Education,Tutor and Teaching Assistant,Palo Alto,CA
1949,McLean Hospital,Clinical Research Assistant,Belmont,MA
1950,McLean Hospital,Clinical Research Assistant,Belmont,MA
1951,McLean Hospital,Mental Health Specialist,Belmont,MA
1952,McLean Hospital,Mental Health Specialist,Belmont,MA
1953,MediaCom,Assistant Media Planner,New York,NY
1954,MGH,Research Assistant,Boston,MA
1955,Music and Arts/Kurtzwell,Retail Associate/ Quality Assurance,Not specified,UA
1956,National Academy of Advanced Teacher Education (NAATE),Recruitment Associate,Brooklyn,NY
1957,National Institutes of Health,Intramural Research Assistant,Bethesda,MD
1958,Newton Strategy Group,Associate Consultant,Newton,MA
1959,Next Jump; Tufts University Men,Business Development Associate; Goalkeeper Coach,Cambridge,MA
1960,NYU; Starbucks,Research Assistant; Barista,Chicago,IL
1961,Overdrive Interactive,Paid Search Associate,Boston,MA
1962,"Paul, Weiss, Rifkind, Wharton &amp; Garrison LLP",Litigation Paralegal,New York,NY
1963,Pegasystems,Software Engineer in Test,Not specified,MA
1964,Pioneers Baccalaureate School,Teacher,Not specified,Palestinian Territory
1965,Postcoloniel Networks,Copy Editor,Somerville,MA
1966,Rallysport Health and Fitness Club,Daycare/Nursery Staff,Boulder,CO
1967,Self-employed,Entrepreneur,Not specified,MA
1968,Simon-Kucher &amp; Partners,Consultant,Cambridge,MA
1969,Simon-Kucher &amp; Partners,Consultant,Cambridge,MA
1970,South Bay Mental Health,Family Service Provider,Lynn,MA
1971,State Street Bank and Trust,Compliance Associate,Boston,MA
1972,Steppingstone Foundation,Preparation and Placement Associate,Boston,MA
1973,"Street Smart Financial, LLC",Financial Planning Assistant,Lexington,MA
1974,TARA - National Association for Personality Disorder,Intern,Not specified,US
1975,Tartt's Day Care Center,Teacher,Not specified,US
1976,The Chestnut Hill School and the Brookline Senior Center,Spanish Tutor and Senior Care Worker,Chestnut Hill/Brookline,MA
1977,The Eating Disorder Foundation,Volunteer,Denver,CO
1978,Tourico Holidays,Product Manager,Not specified,FL
1979,Tufts Medical Center,Mental Health Counselor,Boston,MA
1980,Tufts Medical Center,Research Assistant,Boston,MA
1981,Tufts Medical Center,Nursing Clinical Care Technician,Boston,MA
1982,Tufts Technology Services,Supervisor,Medford,MA
1983,Tufts University,Admissions Counselor,Medford,MA
1984,Tufts University,GCAP -NDg,Not specified,MA
1985,Tufts University Athletics; Harvard University Athletics,Sports Information Assistant; Video Production Assistant,"Medford, Cambridge",MA
1986,United Rentals,Sales,Not specified,CA
1987,VIK Industries LTD,Director,Lagos,Nigeria
1988,Analysis Group,Not specified,Not specified,MA
1989,BlackRock Solutions,Client Services Analyst,Not specified,NY
1990,Brigham and Women's Hospital,Research Associate,Not specified,NY
1991,Carlisle &amp; Co.,Associate Consultant,Concord,MA
1992,Churchill Capital USA,Junior Equity Analyst,New York,NY
1993,Dana Farber Cancer Institute,Research Technician,Boston,MA
1994,Edgeworth Economic,Economic Consultant,Wellesley,MA
1995,Edgeworth Economic,Economic Consultant,Washington,DC
1996,EMC,Associate Business Operations Analyst,Hopkinton,MA
1997,EZE Software,Not specified,Talloires,France
1998,Federal Reserve Bank of San Francisco,Research Associate,San Francisco,CA
1999,InterVarsity Christian Fellowship USA,International Student Ministry Campus Staff Intern,Boston,MA
2000,JP Morgan,Analyst,New York,NY
2001,JP Morgan,Credit Analyst,San Francisco,CA
2002,JP Morgan,Private Banking Analyst,New York,NY
2003,JP Morgan,Analyst,New York,NY
2004,Massachusetts Division of Banks,Bank Examiner,Boston,MA
2005,Moelis,Analyst,New York,NY
2006,Oppenheimer and Co.,Analyst,New York,NY
2007,PricewaterhouseCoopers,Associate,New York,NY
2008,Private Capital Research Institute,Research Associate,Boston,MA
2009,Redline Trading Solutions,Software Engineer,Not specified,US
2010,Saatchi &amp; Saatchi,Digital Analytics Intern,Not specified,US
2011,Saks Fifth Avenue,Assistant Merchandise Planner,New York,NY
2012,Self Employed,Entrepreneur,Not specified,US
2013,Simon-Kucher &amp; Partners,Consultant,Cambridge,MA
2014,Stich Fix,Allocation Coordinator,River Forest,IL
2015,Velo Labs,Product Manager,San Francisco,CA
2016,Western Asset Management,Client Service Associate,Pasadena,CA
2017,Bloomberg LP,Financial Product Analyst,New York,NY
2018,Citizen Schools,Teaching Fellow,Not specified,US
2019,General Services Administration,Space Management Specialist,Washington,DC
2020,Postcoloniel Networks,Copy Editor,Not specified,US
2021,Sidley Austin,Paralegal,New York,NY
2022,Atlantic Council,Africa Center Intern,Washington,DC
2023,Catalogue for Philanthropy,Administrative Assistant,Washington,DC
2024,City Year,Development Operations Coordinator,Boston,MA
2025,Claims Bureau USA,Background Investigation Researcher,Burlington,MA
2026,Cleveland Playhouse,Artistic Apprentice,Cleveland,OH
2027,Codman Academy Public Charter School,Inclusion Associate,Dorchester,MA
2028,Deloitte,Business Analyst,San Francisco,CA
2029,DSPG,Community Executive,Not specified,Singapore
2030,Equinox,Personal Trainer,New York,NY
2031,Eze Software,QA Analyst,Boston,MA
2032,Fullscreen,Operations Coordinator,Los Angeles,CA
2033,Global Portfolio Trading,Marketing Consultant,Not specified,US
2034,Goldbloc; Brookline Lunch,Vocalist; Waitress,Boston,MA
2035,Governor Andrew Cuomo Campaign,Press Assistant,New York,NY
2036,Hult International Business School,Talent Solutions Manager,Cambridge,MA
2037,InsightSquared,Business Development Representative,Cambridge,MA
2038,Intrepid Pursuits,Marketing Coordinator,Not specified,MA
2039,Kaplan; Johns Hopkins,Faculty; Research Assistant,Baltimore,MD
2040,Mass Commission Against Discrimination,Intern,Boston,MA
2041,New Profit Inc.,Communications Intern,Boston,MA
2042,On Assignment HIM,Associate Recruiter,San Diego,CA
2043,Polar Design,Marketing Assistant,Woburn,MA
2044,Pritzker College Prep,Teacher at Large,Chicago,IL
2045,RCLCO,Proposal COordinator,Washington,DC
2046,Reputation Institute,Research Analyst,Boston,MA
2047,Right Question Institute,Community Engagement Fellow,Not specified,MA
2048,Salem Academy Charter School,Health/ Physical Education Teacher,Salem,MA
2049,SCATV,Producer,Not specified,US
2050,Sparks &amp; Honey,Junior Cultural Strategist,New York,NY
2051,Thompson Reuters,MA Regional Coordinator/ NH State Coordinator,Not specified,MA
2052,Tufts University,Graduate Admissions Assistant,Medford,MA
2053,TVB,Intern,New York,NY
2054,Village Green NJ LLC,Reporter,Not specified,US
2055,Amigos de las Americas,Training Director,New York,NY
2056,Bainco International Investors,Client Associate,Not specified,US
2057,Boston Biomedical Consultants,Market Analyst,Waltham,MA
2058,Capital New York,Business Development Associate,Brooklyn,NY
2059,Catholic Relief Services,Summer Intern,Baltimore,MD
2060,Chestnut Hill School and Brookline Senior Center,Spanish Tutor and Senior Care Worker,Chestnut Hill/ Brookline,MA
2061,Citizen Schools,Teaching Fellow,Boston,MA
2062,City Year,Corps Member,Not specified,CA
2063,Clark Lau LLC,Immigration Paralegal,Not specified,MA
2064,Council of the Americas,Corporate Relations Intern,New York,NY
2065,Democratic National Committee,Intern,Washington,DC
2066,Intrepid Pursuits,Marketing Coordinator,Not specified,MA
2067,KNF&amp;T,Higher Ed Admin,Not specified,US
2068,MATCH Education,Corps Member and Teacher Resident,Boston,MA
2069,Mercer,Actuarial Analyst,New York,NY
2070,National Committee for Responsive Philanthropy,Field Assistant,Washington,DC
2071,News Imaging Inc (dba GNI),Media Analyst,Not specified,US
2072,Sequenta,Clinical Services Coordinator,San Mateo,CA
2073,AIDS Action,Executive Administrative and Policy Assistant,Boston,MA
2074,Dow Jones,Performance Analyst,Brooklyn,NY
2075,School of Self-Healing,Office and Operations Manager,Not specified,US
2076,Peace Corps,Volunteer,Not specified,Paraguay
2077,,,,
2078,Tufts University,Masters in Nutrition,Boston,MA
2079,Washington University,JD Candidate,St. Louis,MO
2080,Sandberg Insituut,Master of Fine Arts,Amsterdam,Netherlands
2081,Tufts University School of Medicine,Masters in Public Health,Boston,MA
2082,Tufts University School of Medicine,Masters in Public Health,Boston,MA
2083,California College of the Arts,Masters in Architecture,Oakland,CA
2084,Suffolk University,Master of Fine Arts,Boston,MA
2085,Tufts University,Certificate in Museum Studies,Boston,MA
2086,Tufts University,Masters in Teaching,Medford,MA
2087,UMASS Dartmouth,Masters in Architecture,Dartmouth,MA
2088,Imperial College,Masters in Science Media Production,London,UK
2089,McMaster,MD Candidate,Hamilton,Canada
2090,NYU,MD/PhD Candidate,New York,NY
2091,Rutgers University,MD Candidate,Newark,NJ
2092,State University of New York at Stony Brook,PhD in Marine and Atmospheric Sciences,Stony Brook,NY
2093,Tufts Medical School,MD Candidate,Boston,MA
2094,Tufts University,Masters in Computer Science,Medford,MA
2095,Tufts University School of Medicine,MD Candidate,Boston,MA
2096,Tufts University School of Medicine,MD Candidate,Boston,MA
2097,UC Berkeley,Health Professions Post-bacc Certificate,Berkeley,CA
2098,UC Berkeley,PhD Candidate in Biology,Berkeley,CA
2099,UC Davis,PhD Candidate in Ecology,Davis,CA
2100,University of Michigan,Masters in Public Health,Ann Arbor,MI
2101,University of North Carolina at Chapel Hill,PhD Candidate in Biomedical Sciencess,Chapel Hill,NC
2102,University of Oslo,MD Candidate,Oslo,Norway
2103,Yale University,PhD Candidate in Biology,New Haven,CT
2104,Albert Einstein College of Medicine,MD Candidate,Bronx,NY
2105,New Jersey Institute of Technology (NJIT),Masters in Biomedical Engineering,Newark,NJ
2106,New York Institute of Technology College of Osteopathic Medicine,PhD Candidate,Glen Cove,NY
2107,Tufts University,Masters in Biotechnology,Medford,MA
2108,Tufts University,Masters in Biochemical Engineering,Medford,MA
2109,UC Berkeley,Master of Translational Medicine,Berkeley,CA
2110,University of North Carolina at Chapel Hill,PhD Candidate in Biology,Chapel Hill,NC
2111,Yale University,PhD Cnadidate in Biology,New Haven,CT
2112,Nova Southeastern University,PhD Candidate in Clinical Psychology,Ft. Lauderdale,FL
2113,Startup Institute,Technical Marketing Student,Boston,MA
2114,Tufts University,Masters in Occupational Therapy,Medford,MA
2115,William and Mary,Masters in Psychology,Williamsburg,VA
2116,Tufts University,Masters in Biotechnology,Medford,MA
2117,Tufts University,Masters in Biochemical Engineering,Medford,MA
2118,Tufts University School of Medicine,MD Candidate,Boston,MA
2119,UC Riverside,PhD Chemical Engineering,San Francisco,CA
2120,University of Delaware,PhD in Chemical Engineering,Newark,DE
2121,Emory University School of Medicine,MD/PhD Candidate,Atlanta,GA
2122,Harvard Medical School,PhD Candidate,Cambridge,MA
2123,Harvard School of Public Health,Masters in Epidemiology,Boston,MA
2124,Oxford University,Masters in Mathematical Modelling and Scientific Computing,Oxford,UK
2125,Tufts University,PhD Candidate,Boston,MA
2126,Tufts University Dental School,DMD Candidate,Boston,MA
2127,Tufts University School of Medicine,MD Candidate,Boston,MA
2128,University of Florida,MD Candidate,Gainesville,FL
2129,Boston College,PhD in Psychology,Chestnut Hill,MA
2130,Eastman School of Music,Masters in Music Education,Rochester,NY
2131,Georgetown University,Masters in Public Policy,Washington,DC
2132,Harvard Graduate School of Education,Degree not specified,Cambridge,MA
2133,MGH Institute of Health Professions,Masters in Speech-Language Pathology,Boston,MA
2134,Stanford University,Masters of Education,Palo Alto,CA
2135,Tufts University,Studio Art,Medford,MA
2136,Tufts University,Masters in Child Study and Human Development,Medford,MA
2137,Tufts University,Masters in Child Study and Human Development,Medford,MA
2138,Tufts University,Masters in School Psychology,Medford,MA
2139,Tufts University,Masters in Occupational Therapy,Medford,MA
2140,Tufts University,MAT in Early Childhood Education,Medford,MA
2141,Tufts University,Masters in Child Study and Human Development,Medford,MA
2142,Tufts University School of Medicine,Masters in PUblic Health,Boston,MA
2143,University of Pennsylvania,"Master of Education, International Education and Development",Philadelphia,PA
2144,Yeshiva University,PhD in Child Clinical Psychology,Bronx,NY
2145,Stanford University,Masters in Civil Engineering,Stanford,CA
2146,Stanford University,Masters in Structural Engineering,Stanford,CA
2147,Stanford University,Masters in Environmental Engineering and Science,Stanford,CA
2148,Harvard Law School,JD Candidate,Cambridge,MA
2149,Harvard School of Public Health,Masters in Epidemiology,Cambridge,MA
2150,Johns Hopkins Bloomberg School of Public Health,Masters in Public Health,Baltimore,MD
2151,Sandberg Insituut,Masters of Fine Arts,Amsterdam,Netherlands
2152,Tufts University,Not specified,Boston,MA
2153,Tufts University,Masters in Nutrition,Boston,MA
2154,Tufts University School of Medicine,Masters in Public Health,Boston,MA
2155,Tufts University School of Medicine,MD Candidate,Boston,MA
2156,Tufts University School of Medicine,Masters in Public Health,Boston,MA
2157,Tufts University School of Medicine,Masters in Public Health,Boston,MA
2158,Tufts University School of Medicine,Masters in Public Health,Boston,MA
2159,Tufts University School of Medicine,Masters in Public Health,Boston,MA
2160,University of New England,PhD Candidate,Biddeford,ME
2161,Harvard University,JD Candidate,Cambridge,MA
2162,Tufts University School of Medicine,MD Candidate,Boston,MA
2163,Tufts University School of Medicine,MD Candidate,Boston,MA
2164,UC Berkeley,Master of Translational Medicine,Berkeley,CA
2165,University of Florida,PhD in Electrical Engineering,Gainesville,FL
2166,The Actor's Studio,Masters in Acting,New York,NY
2167,Eastman School of Music,Masters in Music Education,Rochester,NY
2168,Carnegie Mellon University,Master of Computational Finance,Pittsburgh,PA
2169,Georgetown University,Masters in Public Policy,Washington,DC
2170,London School of Economics,Masters in Economics,London,UK
2171,University of Helsinki,Masters in Public Policy,Helsinki,Finland
2172,University at Nebraska at Omaha,Masters in Accounting,Omaha,NE
2173,University of Texas at Austin,Masters in Accounting,Austin,TX
2174,USC School of Cinematic Arts,Masters of Fine Arts,Los Angeles,CA
2175,Boston University,PhD in Electrical Engineering,Boston,MA
2176,Johns Hopkins,PhD in Electrical and Computer Engineering,Baltimore,MD
2177,Stanford University,PhD in Electrical Engineering,Stanford,CA
2178,Tufts University,Masters in Electrical Engineering,Medford,MA
2179,University of Florida,PhD in Electrical Engineering,Gainesville,FL
2180,University of Michigan,Masters in Computer Science,Ann Arbor,MI
2181,Boston College,Masters in Secondary English Education,Boston,MA
2182,Emerson College,Master of Fine Arts in Creative Writing,Boston,MA
2183,Emerson College,Master of Fine Arts in English,Boston,MA
2184,Harvard Graduate School of Education,Masters in Education,Cambridge,MA
2185,Nova Southeastern University,PhD in Clinical Psychology,Ft. Lauderdale,FL
2186,Simmons College,"Masters in History/Masters in Library Science, Concentration in Archives",Boston,MA
2187,University of North Carolina,Masters in Geosciences,Wilmington,NC
2188,University of Sydney,PhD in Geology,Sydney,Australia
2189,Tufts University,PhD in Chemistry,Medford,MA
2190,University of Michigan,PhD in Earth and Environmental Science,Ann Arbor,MI
2191,University of North Carolina,Masters in Geosciences,Wilmington,NC
2192,University of Oslo,Masters in Physical Geography; Permafrost,Oslo,Norway
2193,University of Sydney,PhD in Geology,Sydney,Australia
2194,University of Texas at Austin,Masters in Geological Sciences,Austin,TX
2195,Columbia University,Masters in Hispanic Cultural Studies,New York,NY
2196,Georgetown University,Masters in Public Policy,Washington,DC
2197,Tufts University School of Medicine,Not specified,Boston,MA
2198,Tufts University Fletcher School,Masters in International Law &amp; International Security Studies,Medford,MA
2199,University of Massachusetts Amherst,Masters in Japanese,Amherst,MA
2200,University of Oslo,MD Candidate,Oslo,Norway
2201,Yale University,Masters in European and Russian Studies,New Haven,CT
2202,McMaster,MD Candidate,Hamilton,Canada
2203,University of Miami,JD Candidate,Miami,FL
2204,Yale University,Masters in East Asian Studies,New Haven,CT
2205,American University,JD Candidate,Washington,DC
2206,Australian National University,Masters in Advanced Strategic Studies in the Asia-Pacific,Canberra,Australia
2207,CUNY Graduate Center,PhD in Political Science,New York,NY
2208,Johns Hopkins Bloomberg School of Public Health,"MSPH, International Health-Human Nutrition",Baltimore,MD
2209,London School of Economics,Masters in Economics,London,UK
2210,New York University,"Masters, Foreign Languages, Literatures, and Linguistics",New York,NY
2211,Tufts University Fletcher School,MALD,Medford,MA
2212,Tufts University Fletcher School,Masters in International Law &amp; International Security Studies,Medford,MA
2213,Tufts University School of Medicine,Masters in Public Health,Boston,MA
2214,Tufts University School of Medicine,Masters in Public Health,Boston,MA
2215,Tufts University School of Medicine,Masters in Public Health,Boston,MA
2216,University of Michigan,Masters in Public Health,Ann Arbor,MI
2217,University of Nebraska at Omaha,Masters in Accounting,Omaha,NEw
2218,Washington University,JD Candidate,St. Louis,MO
2219,Yale Divinity School,Master of Divinity,New Haven,CT
2220,Boston College,Master of Education,Chestnut Hill,MA
2221,Carnegie Mellon University,Masters in Computational Finance,Pittsburg,PA
2222,Oxford University,Master of Science program in Mathematical Modelling and Scientific Computing,Oxford,UK
2223,Stanford University,Masters in Management Science and Engineering,Stanford,CA
2224,Tufts University,Masters in Mathematics,Medford,MA
2225,Tufts University,Masters in Computer Science,Medford,MA
2226,Tufts University,Masters in Secondary Education and Teaching,Medford,MA
2227,University of Washington,PhD in Statistics,Seattle,WA
2228,Boston University,PhD Candidate in Engineering,Boston,MA
2229,Stanford University,Masters in Management Science and Engineering,Stanford,CA
2230,Tufts University,Masters in Mechanical Engineering,Medford,MA
2231,Boston University,JD Candidate,Boston,MA
2232,Tufts University School of Medicine,MD Candidate,Boston,MA
2233,University of Helsinki,Masters in Public Policy,Helsinki,Finland
2234,William and Mary Law School,JD Candidate,Williamsburg,VA
2235,American University Law School,JD Candidate,Washington,DC
2236,Boston University Law School,JD Candidate,Boston,MA
2237,CUNY Graduate Center,PhD in Political Science,New York,NY
2238,Harvard University Law School,JD Candidate,Cambridge,MA
2239,Harvard University Law School,JD Candidate,Cambridge,MA
2240,Not specified,JD Candidate,Not specified,US
2241,Tufts University,Masters in Teaching,Medford,MA
2242,William and Mary Law School,JD Candidate,Williamsburg,VA
2243,Yale Divinity School,Master of Divinity,New Haven,CT
2244,Yale University,Masters in European and Russian Studies,New Haven,CT
2245,Boston College,PhD in Psychology,Chestnut Hill,MA
2246,Boston College,Masters in Mental Health Counseling,Chestnut Hill,MA
2247,Boston College Law School,JD Candidate,Newton,MA
2248,Boston College Law School,JD Candidate,Newton,MA
2249,Boston University,JD Candidate,Boston,MA
2250,Boston University,"Masters, not specified",Boston,MA
2251,Georgetown University Law Center,JD Candidate,Washington,DC
2252,Harvard Graduate School of Education,Masters in Education,Cambridge,MA
2253,New York University,Bachelors in Nursing,New York,NY
2254,Simmons College,"Masters in History/MS in Library Science, Concentration in Archives",Boston,MA
2255,Smith College,Masters in Social Work,Northampton,MA
2256,Tufts University,Masters in Social Psychology,Medford,MA
2257,Tufts University School of Medicine,Masters in Public Health,Boston,MA
2258,Tufts University,Masters in Child Study and Human Development,Medford,MA
2259,Tufts University,Masters in Public Health/ Epidemiology and Biostatistics,Boston,MA
2260,Tufts University,Masters in Child Study and Human Development,Medford,MA
2261,University of New England,PhD Candidate,Biddeford,ME
2262,Yeshiva University,PhD in Child Clinical Psychology,Bronx,NY
2263,Columbia University,Masters in Hispanic Cultural Studies,New York,NY
2264,New York University,"Masters, Foreign Languages, Literatures, and Linguistics",Paris,France
2265,Tufts University School of Medicine,MD Candidate,Boston,MA
2266,Tufts University School of Medicine,MD Candidate,Boston,MA
2267,Johns Hopkins Bloomberg School of Public Health,"Masters in Population, Family, and Reproductive Health",Baltimore,MD
2268,Tufts University,Not specified,Boston,MA
